id,from,subject,body,expected_priority
552,sender252@example.com,Cease and desist notice,You are hereby notified to stop using our trademarked content. Failure will result in legal action.,HIGH
553,sender253@example.com,Subscription charged but access denied,Charged $299 for annual plan but account still shows free tier. Cannot access premium features.,HIGH
554,sender254@example.com,Campaign launch failed,Marketing campaign launched with broken links and wrong images. We wasted $20000. Fix today.,HIGH
555,sender255@example.com,Audit findings require action,External audit flagged serious compliance issues. Regulators notified. Must respond within 24 hours.,HIGH
556,sender256@example.com,Harassment complaint filed,Formal harassment complaint filed against senior manager. Legal and HR must convene immediately.,HIGH
557,sender257@example.com,Account hacked need help,Someone took over my account and changed email and password. Making purchases with my card.,HIGH
558,sender258@example.com,Major shipment lost,Shipment worth $30000 gone missing in transit. Client furious and threatening to cancel all orders.,HIGH
559,sender259@example.com,Payroll processing failed,Payroll did not process correctly. 150 employees have not been paid. Fix before end of day.,HIGH
560,sender260@example.com,SLA breach notification,SLA breached for third consecutive month. Initiating penalty clauses and reviewing the partnership.,HIGH
561,sender261@example.com,You ruined my event,Your catering service cancelled last minute without notice. You ruined my wedding. I want full compensation.,HIGH
562,sender262@example.com,Still waiting after 3 weeks,Submitted support ticket 3 weeks ago and heard nothing. This level of service is shameful.,HIGH
563,sender263@example.com,Product damaged on arrival,Laptop arrived with cracked screen and dented casing. Clearly mishandled. I want replacement immediately.,HIGH
564,sender264@example.com,Project deadline missed again,Third deadline your team has missed. Our launch delayed and we are losing money. Escalate now.,HIGH
565,sender265@example.com,Unauthorized use of our brand,Discovered you are using our logo and brand name without permission. Remove it immediately.,HIGH
566,sender266@example.com,Ad campaign targeting wrong audience,Paid ad campaign running for a week targeting completely wrong demographic. Wasted $15000.,HIGH
567,sender267@example.com,Fraudulent transactions on account,Five transactions on my account I did not make totaling $1200. Reverse them and block my card.,HIGH
568,sender268@example.com,No heat in building for 4 days,Winter and no heating for 4 days. Residents include elderly people and children. Fix today.,HIGH
569,sender269@example.com,Wrongful termination notice,Received termination letter despite clean record and no prior warnings. Consulting a lawyer.,HIGH
570,sender270@example.com,Price increase notice,Due to rising costs we are increasing prices by 12% starting next month. Please be advised.,HIGH
571,sender271@example.com,Deliverable quality not acceptable,Report submitted last week does not meet agreed standards. We need revised version by Friday.,HIGH
572,sender272@example.com,API breaking changes without notice,Latest API update broke our entire integration without any prior notice. Lost full day of work.,HIGH
573,sender273@example.com,Internet down for 5 days,Business internet down for 5 days. Lost thousands in revenue. Want compensation and a fix today.,HIGH
574,sender274@example.com,Account banned without reason,Account banned without explanation or warning. Done nothing wrong. Demand review and reinstatement.,HIGH
575,sender275@example.com,Completely wrong design delivered,Designs delivered look nothing like the brief we provided. Want full redo immediately.,HIGH
576,sender276@example.com,Discrimination complaint,Formally reporting discriminatory behavior from direct manager. Have documented evidence. Act now.,HIGH
577,sender277@example.com,Package lost for 3 weeks,Order stuck in transit for 3 weeks with no updates. Paid $150 and received nothing. Refund me.,HIGH
578,sender278@example.com,Investor pulling out last minute,Lead investor reconsidering the term sheet. Need emergency board call today.,HIGH
579,sender279@example.com,Wrong cargo loaded on flight,Customs inspection revealed wrong cargo loaded on international flight. This is a legal violation.,HIGH
580,sender280@example.com,Missing crucial project files,All files from shared drive folder disappeared. A month of work is gone. Need them restored today.,HIGH
581,sender281@example.com,Business line down for 2 days,Business phone lines down for 2 days. Missing client calls and losing business every hour.,HIGH
582,sender282@example.com,Data sync failing silently,Data sync with your platform failing for 2 weeks without alerts. Data is out of sync.,HIGH
583,sender283@example.com,Cannot cancel subscription,Tried to cancel subscription 4 times through app and website but keep getting errors. Still charged.,HIGH
584,sender284@example.com,Critical bug in production release,Version you shipped has bug corrupting user data under specific conditions. Need hotfix now.,HIGH
585,sender285@example.com,Payslip shows incorrect deductions,Payslip this month shows deductions I was not informed about. Total significantly lower than expected.,HIGH
586,sender286@example.com,Locked out of account before trip,Traveling internationally tomorrow and locked out of bank account. Need access urgently.,HIGH
587,sender287@example.com,Deprecated endpoint causing failures,You deprecated endpoint without notice and our integration broke completely. Restore old endpoint.,HIGH
588,sender288@example.com,Supplier sent completely wrong stock,Received 500 units of wrong product. Shelves empty and customers complaining. Fix today.,HIGH
589,sender289@example.com,Term sheet has major legal issue,Lawyer found clause giving investors unexpected majority control. Call needed today.,HIGH
590,sender290@example.com,Service cancellation after 5 years,After 5 years as loyal customer I am cancelling due to repeated failures and no accountability.,HIGH
591,sender291@example.com,Vendor overcharged by 300 percent,Latest invoice is 3x higher than agreed contract rate. Refuse to pay until this is corrected.,HIGH
